Department_Name,year,KEN_Code,Insurance_Provider,total_admissions,basic_cost,extra_cost,total_revenue
ΜΕΘ,2024,Μ65Μ,Ανασφάλιστος,1,2560.00,0.00,2560.00
ΜΕΘ,2024,Ν22Α,ΕΦΚΑ,1,243.00,1701.00,1944.00
ΜΕΘ,2024,Ο14Α,"Ιδιωτική Ασφάλεια",1,406.00,0.00,406.00
ΜΕΘ,2024,Σ04Χ,Ανασφάλιστος,1,966.00,0.00,966.00
ΜΕΘ,2024,Τ25Μγ,ΕΟΠΥΥ,1,3158.00,0.00,3158.00
ΜΕΘ,2024,Φ24Μ,"Ιδιωτική Ασφάλεια",1,2785.00,0.00,2785.00
ΜΕΘ,2024,Ω06Α,"Ιδιωτική Ασφάλεια",1,1125.00,0.00,1125.00
ΜΕΘ,2024,Ω10Α,Ανασφάλιστος,1,787.00,1574.00,2361.00
ΜΕΘ,2025,S01Α,"Ιδιωτική Ασφάλεια",1,540.00,0.00,540.00
ΜΕΘ,2025,S23Χ,ΕΦΚΑ,1,848.00,0.00,848.00
ΜΕΘ,2025,S24Χ,"Ιδιωτική Ασφάλεια",1,216.00,0.00,216.00
ΜΕΘ,2025,Α31Μ,ΕΦΚΑ,1,1798.00,0.00,1798.00
ΜΕΘ,2025,Β03Α,ΕΦΚΑ,1,771.00,0.00,771.00
ΜΕΘ,2025,Β23Α,Ανασφάλιστος,1,316.00,0.00,316.00
ΜΕΘ,2025,Γ09Α,"Ιδιωτική Ασφάλεια",1,418.00,418.00,836.00
ΜΕΘ,2025,Δ20Μ,Ανασφάλιστος,1,2669.00,0.00,2669.00
ΜΕΘ,2025,Η08Μ,Ανασφάλιστος,1,2111.00,0.00,2111.00
ΜΕΘ,2025,Η43Μ,Ανασφάλιστος,1,1813.00,0.00,1813.00
ΜΕΘ,2025,Θ03Α,ΕΟΠΥΥ,1,3297.00,1648.50,4945.50
ΜΕΘ,2025,Θ22Χ,ΕΦΚΑ,1,482.00,0.00,482.00
ΜΕΘ,2025,Κ03Μ,"Ιδιωτική Ασφάλεια",1,15429.00,6708.26,22137.26
ΜΕΘ,2025,Κ15Μ,ΕΦΚΑ,1,2728.00,6138.00,8866.00
ΜΕΘ,2025,Λ21Α,"Ιδιωτική Ασφάλεια",1,420.00,840.00,1260.00
ΜΕΘ,2025,Μ04Μ,ΕΦΚΑ,1,7042.00,3912.22,10954.22
ΜΕΘ,2025,Μ16Α,ΕΟΠΥΥ,1,1588.00,0.00,1588.00
ΜΕΘ,2025,Μ60Α,ΕΦΚΑ,1,1720.00,0.00,1720.00
ΜΕΘ,2025,Μ76Μ,Ανασφάλιστος,1,1292.00,1292.00,2584.00
ΜΕΘ,2025,Ν06Μ,ΕΦΚΑ,1,3297.00,1521.69,4818.69
ΜΕΘ,2025,Ν12Μ,"Ιδιωτική Ασφάλεια",1,5390.00,0.00,5390.00
ΜΕΘ,2025,Ν30Α,Ανασφάλιστος,1,420.00,2100.00,2520.00
ΜΕΘ,2025,Ν36Χ,ΕΦΚΑ,1,482.00,0.00,482.00
ΜΕΘ,2025,Ν68Χ,Ανασφάλιστος,1,565.00,0.00,565.00
ΜΕΘ,2025,Ο01Α,Ανασφάλιστος,1,1395.00,0.00,1395.00
ΜΕΘ,2025,Ο22Α,ΕΦΚΑ,1,327.00,1144.50,1471.50
ΜΕΘ,2025,Π26Α,ΕΟΠΥΥ,1,330.00,0.00,330.00
ΜΕΘ,2025,Υ25Χ,Ανασφάλιστος,1,405.00,0.00,405.00
ΜΕΘ,2025,Φ63Μ,ΕΦΚΑ,1,1245.00,0.00,1245.00
ΜΕΘ,2025,Χ44Α,ΕΟΠΥΥ,1,1152.00,0.00,1152.00
ΜΕΘ,2025,Ω01Α,ΕΦΚΑ,1,24000.00,168000.00,192000.00
ΜΕΘ,2025,Ω04Χ,ΕΟΠΥΥ,1,1934.00,0.00,1934.00
ΜΕΘ,2026,Δ20Μ,ΕΦΚΑ,1,2669.00,0.00,2669.00
ΜΕΘ,2026,Κ34Μ,"Ιδιωτική Ασφάλεια",1,2233.00,171.77,2404.77
ΜΕΘ,2026,Μ09Μ,"Ιδιωτική Ασφάλεια",1,14720.00,0.00,14720.00
ΜΕΘ,2026,Μ32Μβ,"Ιδιωτική Ασφάλεια",1,9963.00,0.00,9963.00
ΜΕΘ,2026,Ρ05Χ,Ανασφάλιστος,1,2140.00,2140.00,4280.00
ΜΕΘ,2026,Σ02Μ,"Ιδιωτική Ασφάλεια",1,5777.00,0.00,5777.00
ΜΕΘ,2026,Τ03Α,ΕΦΚΑ,1,16846.00,2105.75,18951.75
Νευρολογία,2024,S01Μ,ΕΟΠΥΥ,1,2413.00,0.00,2413.00
Νευρολογία,2024,S20Μ,Ανασφάλιστος,1,2716.00,0.00,2716.00
Νευρολογία,2024,Α12Α,ΕΟΠΥΥ,1,1910.00,5730.00,7640.00
Νευρολογία,2024,Α12Μ,ΕΦΚΑ,1,3984.00,0.00,3984.00
Νευρολογία,2024,Α22Μβ,ΕΟΠΥΥ,1,1144.00,1716.00,2860.00
Νευρολογία,2024,Α33Μβ,ΕΦΚΑ,1,1043.00,1668.80,2711.80
Νευρολογία,2024,Α35Μα,"Ιδιωτική Ασφάλεια",1,1556.00,194.50,1750.50
Νευρολογία,2024,Α35Μβ,"Ιδιωτική Ασφάλεια",1,973.00,1556.80,2529.80
Νευρολογία,2024,Β05Α,ΕΟΠΥΥ,1,458.00,0.00,458.00
Νευρολογία,2024,Δ12Χβ,ΕΦΚΑ,1,1774.00,443.50,2217.50
Νευρολογία,2024,Ζ02Χ,Ανασφάλιστος,1,2979.00,0.00,2979.00
Νευρολογία,2024,Η06Μ,ΕΦΚΑ,2,9292.00,0.00,9292.00
Νευρολογία,2024,Κ04Μ,"Ιδιωτική Ασφάλεια",1,13155.00,6577.50,19732.50
Νευρολογία,2024,Κ05Χ,"Ιδιωτική Ασφάλεια",1,7270.00,0.00,7270.00
Νευρολογία,2024,Μ04Μ,ΕΟΠΥΥ,1,7042.00,0.00,7042.00
Νευρολογία,2024,Μ25Χ,"Ιδιωτική Ασφάλεια",1,1260.00,0.00,1260.00
Νευρολογία,2024,Μ30Α,"Ιδιωτική Ασφάλεια",1,891.00,0.00,891.00
Νευρολογία,2024,Μ69Χ,"Ιδιωτική Ασφάλεια",1,428.00,0.00,428.00
Νευρολογία,2024,Μ71Μ,"Ιδιωτική Ασφάλεια",1,1323.00,378.00,1701.00
Νευρολογία,2024,Μ79Μ,ΕΦΚΑ,1,2942.00,1557.53,4499.53
Νευρολογία,2024,Ν01Χ,"Ιδιωτική Ασφάλεια",1,1980.00,2376.00,4356.00
Νευρολογία,2024,Ν03Μ,Ανασφάλιστος,1,5914.00,0.00,5914.00
Νευρολογία,2024,Ν03Μ,ΕΟΠΥΥ,1,5914.00,0.00,5914.00
Νευρολογία,2024,Ν03Χ,ΕΟΠΥΥ,1,3990.00,0.00,3990.00
Νευρολογία,2024,Ν21Μ,ΕΦΚΑ,1,4960.00,0.00,4960.00
Νευρολογία,2024,Ν31Μ,ΕΟΠΥΥ,1,1510.00,0.00,1510.00
Νευρολογία,2024,Ο05Α,ΕΦΚΑ,1,896.00,3584.00,4480.00
Νευρολογία,2024,Ο20Μ,Ανασφάλιστος,1,1860.00,1395.00,3255.00
Νευρολογία,2024,Π04Χ,"Ιδιωτική Ασφάλεια",1,1578.00,0.00,1578.00
Νευρολογία,2024,Π06Α,"Ιδιωτική Ασφάλεια",1,1037.00,1728.33,2765.33
Νευρολογία,2024,Π44Χ,ΕΟΠΥΥ,1,1073.00,0.00,1073.00
Νευρολογία,2024,Σ02Μ,Ανασφάλιστος,1,5777.00,0.00,5777.00
Νευρολογία,2024,Τ24Α,Ανασφάλιστος,1,5818.00,0.00,5818.00
Νευρολογία,2024,Υ03Μα,ΕΟΠΥΥ,1,6431.00,0.00,6431.00
Νευρολογία,2024,Υ09Μ,Ανασφάλιστος,1,4729.00,1947.24,6676.24
Νευρολογία,2024,Υ09Χβ,Ανασφάλιστος,2,2070.00,0.00,2070.00
Νευρολογία,2024,Φ22Χ,"Ιδιωτική Ασφάλεια",1,827.00,0.00,827.00
Νευρολογία,2024,Ω15Α,ΕΦΚΑ,1,2145.00,0.00,2145.00
Νευρολογία,2025,S21Μ,"Ιδιωτική Ασφάλεια",1,887.00,532.20,1419.20
Νευρολογία,2025,Β05Α,ΕΦΚΑ,1,458.00,0.00,458.00
Νευρολογία,2025,Ε08Μ,ΕΟΠΥΥ,1,10017.00,417.38,10434.38
Νευρολογία,2025,Ε08Χ,Ανασφάλιστος,1,3683.00,0.00,3683.00
Νευρολογία,2025,Ε08Χ,"Ιδιωτική Ασφάλεια",1,3683.00,3683.00,7366.00
Νευρολογία,2025,Η02Μα,"Ιδιωτική Ασφάλεια",1,5111.00,0.00,5111.00
Νευρολογία,2025,Θ02Μ,ΕΟΠΥΥ,1,5135.00,0.00,5135.00
Νευρολογία,2025,Θ23Χ,"Ιδιωτική Ασφάλεια",1,405.00,0.00,405.00
Νευρολογία,2025,Κ08Μ,ΕΦΚΑ,1,8956.00,2798.75,11754.75
Νευρολογία,2025,Κ16Μ,ΕΟΠΥΥ,1,1531.00,0.00,1531.00
Νευρολογία,2025,Κ20Α,ΕΦΚΑ,1,760.00,0.00,760.00
Νευρολογία,2025,Κ32Χ,Ανασφάλιστος,1,1089.00,0.00,1089.00
Νευρολογία,2025,Μ08Χ,ΕΟΠΥΥ,1,3014.00,0.00,3014.00
Νευρολογία,2025,Μ21Α,Ανασφάλιστος,1,1052.00,0.00,1052.00
Νευρολογία,2025,Μ25Μ,Ανασφάλιστος,1,2864.00,0.00,2864.00
Νευρολογία,2025,Μ32Χ,ΕΦΚΑ,1,9147.00,0.00,9147.00
Νευρολογία,2025,Ν10Α,ΕΟΠΥΥ,1,163.00,0.00,163.00
Νευρολογία,2025,Ν21Μ,ΕΦΚΑ,1,4960.00,0.00,4960.00
Νευρολογία,2025,Ν30Α,ΕΟΠΥΥ,1,420.00,0.00,420.00
Νευρολογία,2025,Π03Χα,"Ιδιωτική Ασφάλεια",1,2826.00,1766.25,4592.25
Νευρολογία,2025,Π05Χ,"Ιδιωτική Ασφάλεια",1,1379.00,2068.50,3447.50
Νευρολογία,2025,Ρ23Α,ΕΦΚΑ,1,428.00,1284.00,1712.00
Νευρολογία,2025,Σ04Χ,Ανασφάλιστος,1,966.00,0.00,966.00
Νευρολογία,2025,Σ21Α,"Ιδιωτική Ασφάλεια",1,294.00,0.00,294.00
Νευρολογία,2025,Τ01Α,ΕΟΠΥΥ,1,1381.00,0.00,1381.00
Νευρολογία,2025,Τ25Μβ,Ανασφάλιστος,1,4145.00,0.00,4145.00
Νευρολογία,2025,Υ03Μβ,ΕΦΚΑ,1,4426.00,1475.33,5901.33
Νευρολογία,2025,Υ23Χ,"Ιδιωτική Ασφάλεια",1,560.00,1120.00,1680.00
Νευρολογία,2025,Φ04Μ,ΕΟΠΥΥ,1,8798.00,0.00,8798.00
Νευρολογία,2025,Φ24Μ,ΕΦΚΑ,1,2785.00,0.00,2785.00
Νευρολογία,2026,Η42Χ,"Ιδιωτική Ασφάλεια",1,708.00,0.00,708.00
Νευρολογία,2026,Λ23Α,"Ιδιωτική Ασφάλεια",1,265.00,0.00,265.00
Νευρολογία,2026,Π40Χ,"Ιδιωτική Ασφάλεια",1,677.00,0.00,677.00
Νευρολογία,2026,Π44Μ,ΕΦΚΑ,1,1097.00,0.00,1097.00
Νευρολογία,2026,Χ42Μ,Ανασφάλιστος,1,3268.00,0.00,3268.00
Νεφρολογία,2024,G01Χ,Ανασφάλιστος,1,2182.00,0.00,2182.00
Νεφρολογία,2024,W13Α,"Ιδιωτική Ασφάλεια",1,685.00,1027.50,1712.50
Νεφρολογία,2024,Ζ02Μ,"Ιδιωτική Ασφάλεια",1,7225.00,0.00,7225.00
Νεφρολογία,2024,Η43Χ,Ανασφάλιστος,1,521.00,781.50,1302.50
Νεφρολογία,2024,Κ02Α,"Ιδιωτική Ασφάλεια",1,2844.00,0.00,2844.00
Νεφρολογία,2024,Κ10Μ,"Ιδιωτική Ασφάλεια",1,4166.00,0.00,4166.00
Νεφρολογία,2024,Λ04Χ,"Ιδιωτική Ασφάλεια",1,571.00,0.00,571.00
Νεφρολογία,2024,Λ24Α,Ανασφάλιστος,1,288.00,576.00,864.00
Νεφρολογία,2024,Μ29Α,Ανασφάλιστος,1,1903.00,0.00,1903.00
Νεφρολογία,2024,Μ72Χ,ΕΦΚΑ,1,490.00,1306.67,1796.67
Νεφρολογία,2024,Μ77Χ,"Ιδιωτική Ασφάλεια",1,1058.00,0.00,1058.00
Νεφρολογία,2024,Ν04Χ,Ανασφάλιστος,1,2470.00,4940.00,7410.00
Νεφρολογία,2024,Ν11Α,ΕΟΠΥΥ,1,1331.00,0.00,1331.00
Νεφρολογία,2024,Ν34Χ,ΕΟΠΥΥ,1,1012.00,0.00,1012.00
Νεφρολογία,2024,Ο23Α,ΕΟΠΥΥ,1,420.00,0.00,420.00
Νεφρολογία,2024,Π06Α,"Ιδιωτική Ασφάλεια",1,1037.00,0.00,1037.00
Νεφρολογία,2024,Π07Χ,ΕΟΠΥΥ,1,983.00,0.00,983.00
Νεφρολογία,2024,Π45Μ,ΕΟΠΥΥ,1,1338.00,0.00,1338.00
Νεφρολογία,2024,Υ27Μ,Ανασφάλιστος,1,1673.00,2151.00,3824.00
Νεφρολογία,2024,Φ27Χ,ΕΟΠΥΥ,1,1479.00,0.00,1479.00
Νεφρολογία,2024,Χ41Α,ΕΟΠΥΥ,1,3066.00,0.00,3066.00
Νεφρολογία,2024,Χ42Μ,ΕΦΚΑ,1,3268.00,1089.33,4357.33
Νεφρολογία,2024,Χ45Α,ΕΦΚΑ,1,965.00,0.00,965.00
Νεφρολογία,2025,S20Α,ΕΦΚΑ,1,934.00,0.00,934.00
Νεφρολογία,2025,Α33Μα,ΕΟΠΥΥ,1,2023.00,0.00,2023.00
Νεφρολογία,2025,Α33Χ,ΕΟΠΥΥ,1,607.00,0.00,607.00
Νεφρολογία,2025,Δ01Μ,ΕΦΚΑ,1,8557.00,0.00,8557.00
Νεφρολογία,2025,Δ07Α,"Ιδιωτική Ασφάλεια",1,605.00,0.00,605.00
Νεφρολογία,2025,Δ24Μ,Ανασφάλιστος,1,1619.00,0.00,1619.00
Νεφρολογία,2025,Ι24Α,ΕΦΚΑ,1,599.00,0.00,599.00
Νεφρολογία,2025,Κ04Χ,Ανασφάλιστος,1,9163.00,5726.88,14889.88
Νεφρολογία,2025,Κ13Μ,ΕΦΚΑ,1,3969.00,0.00,3969.00
Νεφρολογία,2025,Κ46Μ,"Ιδιωτική Ασφάλεια",1,1245.00,0.00,1245.00
Νεφρολογία,2025,Μ24Α,ΕΦΚΑ,1,710.00,2130.00,2840.00
Νεφρολογία,2025,Μ32Χ,ΕΟΠΥΥ,1,9147.00,1016.33,10163.33
Νεφρολογία,2025,Μ78Χ,ΕΦΚΑ,1,475.00,1662.50,2137.50
Νεφρολογία,2025,Ν02Χ,Ανασφάλιστος,1,3836.00,0.00,3836.00
Νεφρολογία,2025,Ν20Μ,ΕΦΚΑ,1,6919.00,0.00,6919.00
Νεφρολογία,2025,Ν35Α,Ανασφάλιστος,1,350.00,3150.00,3500.00
Νεφρολογία,2025,Ο15Β,ΕΟΠΥΥ,1,687.00,0.00,687.00
Νεφρολογία,2025,Π02Μ,"Ιδιωτική Ασφάλεια",1,5741.00,675.41,6416.41
Νεφρολογία,2025,Π28Α,Ανασφάλιστος,1,290.00,1160.00,1450.00
Νεφρολογία,2025,Ρ10Μα,Ανασφάλιστος,1,7118.00,1779.50,8897.50
Νεφρολογία,2025,Ρ22Μ,ΕΦΚΑ,1,1105.00,663.00,1768.00
Νεφρολογία,2025,Τ03Α,ΕΟΠΥΥ,1,16846.00,0.00,16846.00
Νεφρολογία,2025,Υ03Μα,ΕΦΚΑ,1,6431.00,0.00,6431.00
Νεφρολογία,2025,Υ23Χ,"Ιδιωτική Ασφάλεια",1,560.00,746.67,1306.67
Νεφρολογία,2025,Φ02Μ,Ανασφάλιστος,1,9426.00,0.00,9426.00
Νεφρολογία,2025,Φ61Α,Ανασφάλιστος,1,280.00,0.00,280.00
Νεφρολογία,2025,Ω02Χ,Ανασφάλιστος,1,1609.00,0.00,1609.00
Νεφρολογία,2026,S01Μ,"Ιδιωτική Ασφάλεια",1,2413.00,0.00,2413.00
Νεφρολογία,2026,Ε06Χβ,"Ιδιωτική Ασφάλεια",1,15548.00,0.00,15548.00
Νεφρολογία,2026,Ζ03Α,ΕΦΚΑ,1,2312.00,3236.80,5548.80
Νεφρολογία,2026,Η40Μβ,ΕΦΚΑ,1,965.00,579.00,1544.00
Νεφρολογία,2026,Μ79Μ,Ανασφάλιστος,1,2942.00,0.00,2942.00
Νεφρολογία,2026,Ν23Α,"Ιδιωτική Ασφάλεια",1,2109.00,811.15,2920.15
Νεφρολογία,2026,Ν31Χ,"Ιδιωτική Ασφάλεια",1,280.00,0.00,280.00
Ογκολογία,2024,Α01Μ,"Ιδιωτική Ασφάλεια",1,4701.00,0.00,4701.00
Ογκολογία,2024,Α20Χ,ΕΟΠΥΥ,1,2638.00,791.40,3429.40
Ογκολογία,2024,Α28Χ,"Ιδιωτική Ασφάλεια",1,623.00,0.00,623.00
Ογκολογία,2024,Α30Μ,Ανασφάλιστος,1,1331.00,798.60,2129.60
Ογκολογία,2024,Α30Χ,"Ιδιωτική Ασφάλεια",1,607.00,0.00,607.00
Ογκολογία,2024,Α35Χ,"Ιδιωτική Ασφάλεια",1,475.00,2375.00,2850.00
Ογκολογία,2024,Β20Μ,ΕΦΚΑ,1,1323.00,0.00,1323.00
Ογκολογία,2024,Γ05Χ,Ανασφάλιστος,1,1374.00,0.00,1374.00
Ογκολογία,2024,Γ07Α,"Ιδιωτική Ασφάλεια",1,742.00,0.00,742.00
Ογκολογία,2024,Ζ02Χ,"Ιδιωτική Ασφάλεια",1,2979.00,0.00,2979.00
Ογκολογία,2024,Θ04Χ,Ανασφάλιστος,1,2848.00,0.00,2848.00
Ογκολογία,2024,Ι22Χ,ΕΦΚΑ,1,366.00,0.00,366.00
Ογκολογία,2024,Κ21Μ,Ανασφάλιστος,1,3680.00,0.00,3680.00
Ογκολογία,2024,Κ45Μβ,Ανασφάλιστος,1,1019.00,0.00,1019.00
Ογκολογία,2024,Λ26Α,ΕΟΠΥΥ,1,257.00,899.50,1156.50
Ογκολογία,2024,Μ17Χ,"Ιδιωτική Ασφάλεια",1,1764.00,5292.00,7056.00
Ογκολογία,2024,Μ60Α,"Ιδιωτική Ασφάλεια",1,1720.00,2457.14,4177.14
Ογκολογία,2024,Ν11Α,"Ιδιωτική Ασφάλεια",1,1331.00,0.00,1331.00
Ογκολογία,2024,Ν30Α,ΕΦΚΑ,1,420.00,0.00,420.00
Ογκολογία,2024,Ν38Χ,ΕΦΚΑ,1,879.00,659.25,1538.25
Ογκολογία,2024,Π12Χ,Ανασφάλιστος,1,967.00,0.00,967.00
Ογκολογία,2024,Π44Μ,ΕΟΠΥΥ,1,1097.00,1535.80,2632.80
Ογκολογία,2024,Ρ10Μβ,ΕΦΚΑ,1,2688.00,2016.00,4704.00
Ογκολογία,2024,Σ01Χ,Ανασφάλιστος,1,2236.00,3726.67,5962.67
Ογκολογία,2024,Σ21Χ,ΕΟΠΥΥ,1,1886.00,0.00,1886.00
Ογκολογία,2024,Τ01Α,ΕΟΠΥΥ,1,1381.00,0.00,1381.00
Ογκολογία,2024,Υ25Μ,ΕΟΠΥΥ,1,1128.00,0.00,1128.00
Ογκολογία,2024,Φ25Μ,ΕΟΠΥΥ,1,1256.00,0.00,1256.00
Ογκολογία,2024,Φ60Μ,"Ιδιωτική Ασφάλεια",1,1144.00,0.00,1144.00
Ογκολογία,2024,Ω14Α,Ανασφάλιστος,1,740.00,0.00,740.00
Ογκολογία,2025,S20Μ,"Ιδιωτική Ασφάλεια",1,2716.00,1086.40,3802.40
Ογκολογία,2025,Α10Χ,"Ιδιωτική Ασφάλεια",1,4627.00,0.00,4627.00
Ογκολογία,2025,Α30Χ,ΕΟΠΥΥ,1,607.00,1821.00,2428.00
Ογκολογία,2025,Γ12Μ,Ανασφάλιστος,1,3576.00,794.67,4370.67
Ογκολογία,2025,Δ13Μ,Ανασφάλιστος,1,2856.00,1190.00,4046.00
Ογκολογία,2025,Δ24Χ,ΕΟΠΥΥ,1,802.00,802.00,1604.00
Ογκολογία,2025,Ε05Α,Ανασφάλιστος,1,34279.00,0.00,34279.00
Ογκολογία,2025,Η08Χ,Ανασφάλιστος,1,1273.00,3819.00,5092.00
Ογκολογία,2025,Η43Μ,"Ιδιωτική Ασφάλεια",1,1813.00,0.00,1813.00
Ογκολογία,2025,Θ06Χ,ΕΦΚΑ,1,1581.00,7905.00,9486.00
Ογκολογία,2025,Ι22Μ,Ανασφάλιστος,1,910.00,0.00,910.00
Ογκολογία,2025,Ι22Μ,ΕΟΠΥΥ,1,910.00,0.00,910.00
Ογκολογία,2025,Κ06Χ,ΕΦΚΑ,1,5077.00,6527.57,11604.57
Ογκολογία,2025,Κ16Χ,ΕΦΚΑ,1,1118.00,0.00,1118.00
Ογκολογία,2025,Κ30Χ,ΕΟΠΥΥ,1,4470.00,0.00,4470.00
Ογκολογία,2025,Κ31Χ,ΕΦΚΑ,1,1183.00,887.25,2070.25
Ογκολογία,2025,Κ34Μ,"Ιδιωτική Ασφάλεια",1,2233.00,0.00,2233.00
Ογκολογία,2025,Κ39Μ,ΕΦΚΑ,2,2536.00,0.00,2536.00
Ογκολογία,2025,Λ24Α,Ανασφάλιστος,1,288.00,1008.00,1296.00
Ογκολογία,2025,Μ08Χ,ΕΟΠΥΥ,1,3014.00,1004.67,4018.67
Ογκολογία,2025,Μ12Χ,Ανασφάλιστος,1,1665.00,2775.00,4440.00
Ογκολογία,2025,Μ17Μ,"Ιδιωτική Ασφάλεια",1,2708.00,0.00,2708.00
Ογκολογία,2025,Μ73Μ,Ανασφάλιστος,1,2249.00,0.00,2249.00
Ογκολογία,2025,Μ77Μ,Ανασφάλιστος,1,2257.00,868.08,3125.08
Ογκολογία,2025,Μ77Χ,Ανασφάλιστος,1,1058.00,0.00,1058.00
Ογκολογία,2025,Ν20Μ,"Ιδιωτική Ασφάλεια",2,13838.00,830.28,14668.28
Ογκολογία,2025,Ν26Μ,Ανασφάλιστος,1,2062.00,2291.11,4353.11
Ογκολογία,2025,Ξ01Α,"Ιδιωτική Ασφάλεια",1,3476.00,1986.29,5462.29
Ογκολογία,2025,Π01Χ,"Ιδιωτική Ασφάλεια",1,3857.00,0.00,3857.00
Ογκολογία,2025,Π04Μα,Ανασφάλιστος,1,4847.00,0.00,4847.00
Ογκολογία,2025,Π41Χ,ΕΟΠΥΥ,1,412.00,2060.00,2472.00
Ογκολογία,2025,Ρ24Χ,ΕΦΚΑ,1,623.00,1453.67,2076.67
Ογκολογία,2025,Τ26Μβ,ΕΟΠΥΥ,1,2346.00,0.00,2346.00
Ογκολογία,2025,Φ25Μ,ΕΟΠΥΥ,1,1256.00,0.00,1256.00
Ογκολογία,2025,Φ40Α,Ανασφάλιστος,1,3649.00,0.00,3649.00
Ογκολογία,2025,Φ63Μ,Ανασφάλιστος,1,1245.00,0.00,1245.00
Ογκολογία,2025,Ω04Μ,"Ιδιωτική Ασφάλεια",1,3125.00,0.00,3125.00
Ογκολογία,2026,Α20Μ,Ανασφάλιστος,1,3696.00,0.00,3696.00
Ογκολογία,2026,Α33Μβ,"Ιδιωτική Ασφάλεια",1,1043.00,0.00,1043.00
Ογκολογία,2026,Κ08Χ,ΕΟΠΥΥ,1,5561.00,3177.71,8738.71
Ογκολογία,2026,Κ15Μ,Ανασφάλιστος,1,2728.00,1364.00,4092.00
Ογκολογία,2026,Κ46Χ,"Ιδιωτική Ασφάλεια",1,444.00,1332.00,1776.00
Ογκολογία,2026,Μ15Α,Ανασφάλιστος,1,3761.00,2507.33,6268.33
Ογκολογία,2026,Μ61Χ,ΕΟΠΥΥ,1,856.00,0.00,856.00
Ογκολογία,2026,Ν12Μ,Ανασφάλιστος,1,5390.00,4146.15,9536.15
Ογκολογία,2026,Σ20Μ,ΕΦΚΑ,1,7435.00,1312.06,8747.06
Ορθοπεδική,2024,Α10Χ,ΕΟΠΥΥ,1,4627.00,4048.62,8675.62
Ορθοπεδική,2024,Β20Μ,"Ιδιωτική Ασφάλεια",1,1323.00,0.00,1323.00
Ορθοπεδική,2024,Γ07Α,"Ιδιωτική Ασφάλεια",1,742.00,0.00,742.00
Ορθοπεδική,2024,Δ12Χα,ΕΟΠΥΥ,1,3097.00,2382.31,5479.31
Ορθοπεδική,2024,Δ12Χα,ΕΦΚΑ,1,3097.00,0.00,3097.00
Ορθοπεδική,2024,Δ13Χ,ΕΦΚΑ,1,915.00,0.00,915.00
Ορθοπεδική,2024,Ε08Μ,"Ιδιωτική Ασφάλεια",1,10017.00,0.00,10017.00
Ορθοπεδική,2024,Θ05Χ,ΕΟΠΥΥ,1,1218.00,3045.00,4263.00
Ορθοπεδική,2024,Θ07Α,ΕΟΠΥΥ,1,1276.00,0.00,1276.00
Ορθοπεδική,2024,Λ04Μ,"Ιδιωτική Ασφάλεια",1,1807.00,3614.00,5421.00
Ορθοπεδική,2024,Μ13Μ,ΕΦΚΑ,1,3893.00,0.00,3893.00
Ορθοπεδική,2024,Μ76Μ,ΕΟΠΥΥ,1,1292.00,0.00,1292.00
Ορθοπεδική,2024,Ν24Μ,Ανασφάλιστος,1,2389.00,0.00,2389.00
Ορθοπεδική,2024,Ν31Χ,"Ιδιωτική Ασφάλεια",1,280.00,1400.00,1680.00
Ορθοπεδική,2024,Ξ21Χ,"Ιδιωτική Ασφάλεια",1,315.00,945.00,1260.00
Ορθοπεδική,2024,Ο20Χ,ΕΦΚΑ,1,1035.00,2328.75,3363.75
Ορθοπεδική,2024,Π28Μ,"Ιδιωτική Ασφάλεια",1,2062.00,0.00,2062.00
Ορθοπεδική,2024,Ρ01Α,"Ιδιωτική Ασφάλεια",1,443.00,0.00,443.00
Ορθοπεδική,2024,Ρ24Μβ,"Ιδιωτική Ασφάλεια",1,1401.00,0.00,1401.00
Ορθοπεδική,2024,Σ02Χα,"Ιδιωτική Ασφάλεια",1,3109.00,1943.12,5052.12
Ορθοπεδική,2024,Τ06Μ,ΕΟΠΥΥ,1,15128.00,0.00,15128.00
Ορθοπεδική,2024,Τ06Χ,"Ιδιωτική Ασφάλεια",1,5062.00,0.00,5062.00
Ορθοπεδική,2024,Υ20Μα,Ανασφάλιστος,1,2934.00,0.00,2934.00
Ορθοπεδική,2024,Φ03Α,ΕΟΠΥΥ,1,5386.00,0.00,5386.00
Ορθοπεδική,2024,Φ60Χ,"Ιδιωτική Ασφάλεια",1,288.00,0.00,288.00
Ορθοπεδική,2024,Φ64Μ,ΕΦΚΑ,1,1159.00,0.00,1159.00
Ορθοπεδική,2024,Ω30Μ,"Ιδιωτική Ασφάλεια",1,2288.00,0.00,2288.00
Ορθοπεδική,2025,W13Α,ΕΟΠΥΥ,1,685.00,0.00,685.00
Ορθοπεδική,2025,Α27Μ,ΕΟΠΥΥ,1,864.00,0.00,864.00
Ορθοπεδική,2025,Α30Μ,ΕΦΚΑ,1,1331.00,1064.80,2395.80
Ορθοπεδική,2025,Α36Α,ΕΟΠΥΥ,1,2412.00,0.00,2412.00
Ορθοπεδική,2025,Δ01Μ,Ανασφάλιστος,1,8557.00,0.00,8557.00
Ορθοπεδική,2025,Δ10Α,ΕΦΚΑ,1,672.00,0.00,672.00
Ορθοπεδική,2025,Δ14Α,ΕΦΚΑ,1,4198.00,0.00,4198.00
Ορθοπεδική,2025,Ε01Α,Ανασφάλιστος,1,28907.00,4447.23,33354.23
