Shift_Date,Shift_Type,Department_Name,Staff_Type,Subcategory,Num_Staff
2026-03-02,Απογευματινή,Αιματολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Απογευματινή,Γαστρεντερολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Γαστρεντερολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Γαστρεντερολογία,Ιατρός,Αιματολογία,1
2026-03-02,Απογευματινή,Γαστρεντερολογία,Ιατρός,Νευρολογία,1
2026-03-02,Απογευματινή,Γαστρεντερολογία,Ιατρός,Ογκολογία,1
2026-03-02,Απογευματινή,Γαστρεντερολογία,Νοσηλευτής,Νοσηλευτής,6
2026-03-02,Απογευματινή,Επείγοντα,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Επείγοντα,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Επείγοντα,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Απογευματινή,Επείγοντα,Ιατρός,Πνευμονολογία,2
2026-03-02,Απογευματινή,Επείγοντα,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Απογευματινή,Επείγοντα,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Απογευματινή,Επείγοντα,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Απογευματινή,Καρδιολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Καρδιολογία,Διοικητικός,Λογιστής,1
2026-03-02,Απογευματινή,Καρδιολογία,Ιατρός,Ουρολογία,1
2026-03-02,Απογευματινή,Καρδιολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Απογευματινή,Καρδιολογία,Ιατρός,Χειρουργική,1
2026-03-02,Απογευματινή,Καρδιολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Απογευματινή,Καρδιολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Καρδιολογία,Νοσηλευτής,Προϊστάμενος,2
2026-03-02,Απογευματινή,ΜΕΘ,Διοικητικός,Γραμματέας,2
2026-03-02,Απογευματινή,ΜΕΘ,Ιατρός,Νευρολογία,1
2026-03-02,Απογευματινή,ΜΕΘ,Ιατρός,Ουρολογία,1
2026-03-02,Απογευματινή,ΜΕΘ,Ιατρός,Παθολογία,1
2026-03-02,Απογευματινή,ΜΕΘ,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Απογευματινή,ΜΕΘ,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Νευρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Νευρολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Νευρολογία,Ιατρός,Αιματολογία,1
2026-03-02,Απογευματινή,Νευρολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Απογευματινή,Νευρολογία,Ιατρός,Χειρουργική,1
2026-03-02,Απογευματινή,Νευρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Απογευματινή,Νευρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Νεφρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Νεφρολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Νεφρολογία,Ιατρός,Νευρολογία,1
2026-03-02,Απογευματινή,Νεφρολογία,Ιατρός,Ουρολογία,1
2026-03-02,Απογευματινή,Νεφρολογία,Ιατρός,Παθολογία,1
2026-03-02,Απογευματινή,Νεφρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Απογευματινή,Νεφρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Ογκολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Ογκολογία,Διοικητικός,Λογιστής,1
2026-03-02,Απογευματινή,Ογκολογία,Ιατρός,Αιματολογία,1
2026-03-02,Απογευματινή,Ογκολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Απογευματινή,Ογκολογία,Ιατρός,Χειρουργική,1
2026-03-02,Απογευματινή,Ογκολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Απογευματινή,Ογκολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Απογευματινή,Ορθοπεδική,Διοικητικός,Λογιστής,2
2026-03-02,Απογευματινή,Ορθοπεδική,Ιατρός,Αιματολογία,1
2026-03-02,Απογευματινή,Ορθοπεδική,Ιατρός,Νευρολογία,1
2026-03-02,Απογευματινή,Ορθοπεδική,Ιατρός,Ογκολογία,1
2026-03-02,Απογευματινή,Ορθοπεδική,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Απογευματινή,Ορθοπεδική,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Ουρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Απογευματινή,Ουρολογία,Διοικητικός,Λογιστής,1
2026-03-02,Απογευματινή,Ουρολογία,Ιατρός,Νευρολογία,1
2026-03-02,Απογευματινή,Ουρολογία,Ιατρός,Ουρολογία,1
2026-03-02,Απογευματινή,Ουρολογία,Ιατρός,Παθολογία,1
2026-03-02,Απογευματινή,Ουρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Απογευματινή,Ουρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Ουρολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Απογευματινή,Οφθαλμολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Οφθαλμολογία,Διοικητικός,Λογιστής,1
2026-03-02,Απογευματινή,Οφθαλμολογία,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Απογευματινή,Οφθαλμολογία,Ιατρός,Πνευμονολογία,2
2026-03-02,Απογευματινή,Οφθαλμολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Απογευματινή,Οφθαλμολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,Οφθαλμολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Απογευματινή,Παθολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Παθολογία,Διοικητικός,Λογιστής,1
2026-03-02,Απογευματινή,Παθολογία,Ιατρός,Ουρολογία,1
2026-03-02,Απογευματινή,Παθολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Απογευματινή,Παθολογία,Ιατρός,Χειρουργική,1
2026-03-02,Απογευματινή,Παθολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Απογευματινή,Παθολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Απογευματινή,Παθολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Απογευματινή,Πνευμονολογία,Διοικητικός,Λογιστής,2
2026-03-02,Απογευματινή,Πνευμονολογία,Ιατρός,Ουρολογία,1
2026-03-02,Απογευματινή,Πνευμονολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Απογευματινή,Πνευμονολογία,Ιατρός,Χειρουργική,1
2026-03-02,Απογευματινή,Πνευμονολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Απογευματινή,Πνευμονολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Απογευματινή,Χειρουργική,Διοικητικός,Γραμματέας,1
2026-03-02,Απογευματινή,Χειρουργική,Διοικητικός,Λογιστής,1
2026-03-02,Απογευματινή,Χειρουργική,Ιατρός,Αιματολογία,1
2026-03-02,Απογευματινή,Χειρουργική,Ιατρός,Νευρολογία,1
2026-03-02,Απογευματινή,Χειρουργική,Ιατρός,Ογκολογία,1
2026-03-02,Απογευματινή,Χειρουργική,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Απογευματινή,Χειρουργική,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Απογευματινή,ΩΡΛ,Διοικητικός,Λογιστής,2
2026-03-02,Απογευματινή,ΩΡΛ,Ιατρός,Αιματολογία,1
2026-03-02,Απογευματινή,ΩΡΛ,Ιατρός,Εντατικολογία,1
2026-03-02,Απογευματινή,ΩΡΛ,Ιατρός,Χειρουργική,1
2026-03-02,Απογευματινή,ΩΡΛ,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Απογευματινή,ΩΡΛ,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Απογευματινή,ΩΡΛ,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,Αιματολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",2
2026-03-02,Νυχτερινή,Αιματολογία,Ιατρός,Αιματολογία,1
2026-03-02,Νυχτερινή,Αιματολογία,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Νυχτερινή,Αιματολογία,Ιατρός,Νεφρολογία,1
2026-03-02,Νυχτερινή,Αιματολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Αιματολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Νυχτερινή,Αιματολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Ιατρός,Καρδιολογία,1
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Ιατρός,Παθολογία,1
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Ιατρός,Χειρουργική,1
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,Γαστρεντερολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,Επείγοντα,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Επείγοντα,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Επείγοντα,Ιατρός,Αιματολογία,1
2026-03-02,Νυχτερινή,Επείγοντα,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Νυχτερινή,Επείγοντα,Ιατρός,Νεφρολογία,1
2026-03-02,Νυχτερινή,Επείγοντα,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Επείγοντα,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,Καρδιολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Καρδιολογία,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Καρδιολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Νυχτερινή,Καρδιολογία,Ιατρός,Πνευμονολογία,1
2026-03-02,Νυχτερινή,Καρδιολογία,Ιατρός,Ωτορινολαρυγγολογία,1
2026-03-02,Νυχτερινή,Καρδιολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Καρδιολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Νυχτερινή,Καρδιολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,ΜΕΘ,Διοικητικός,Λογιστής,2
2026-03-02,Νυχτερινή,ΜΕΘ,Ιατρός,Ορθοπεδική,1
2026-03-02,Νυχτερινή,ΜΕΘ,Ιατρός,Ουρολογία,1
2026-03-02,Νυχτερινή,ΜΕΘ,Ιατρός,Οφθαλμολογία,1
2026-03-02,Νυχτερινή,ΜΕΘ,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Νυχτερινή,ΜΕΘ,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Νυχτερινή,ΜΕΘ,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,Νευρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",2
2026-03-02,Νυχτερινή,Νευρολογία,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Νυχτερινή,Νευρολογία,Ιατρός,Νευρολογία,1
2026-03-02,Νυχτερινή,Νευρολογία,Ιατρός,Ογκολογία,1
2026-03-02,Νυχτερινή,Νευρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Νευρολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,Νεφρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Νυχτερινή,Νεφρολογία,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Νεφρολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Νυχτερινή,Νεφρολογία,Ιατρός,Ουρολογία,1
2026-03-02,Νυχτερινή,Νεφρολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Νυχτερινή,Νεφρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Νεφρολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,Ογκολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Ογκολογία,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Ογκολογία,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Νυχτερινή,Ογκολογία,Ιατρός,Νευρολογία,1
2026-03-02,Νυχτερινή,Ογκολογία,Ιατρός,Ογκολογία,1
2026-03-02,Νυχτερινή,Ογκολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Ογκολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Νυχτερινή,Ογκολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,Ορθοπεδική,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Ορθοπεδική,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Ορθοπεδική,Ιατρός,Καρδιολογία,1
2026-03-02,Νυχτερινή,Ορθοπεδική,Ιατρός,Παθολογία,1
2026-03-02,Νυχτερινή,Ορθοπεδική,Ιατρός,Χειρουργική,1
2026-03-02,Νυχτερινή,Ορθοπεδική,Νοσηλευτής,Νοσηλευτής,6
2026-03-02,Νυχτερινή,Ουρολογία,Διοικητικός,Γραμματέας,2
2026-03-02,Νυχτερινή,Ουρολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Νυχτερινή,Ουρολογία,Ιατρός,Ουρολογία,1
2026-03-02,Νυχτερινή,Ουρολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Νυχτερινή,Ουρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Ουρολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,Οφθαλμολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Νυχτερινή,Οφθαλμολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Οφθαλμολογία,Ιατρός,Αιματολογία,1
2026-03-02,Νυχτερινή,Οφθαλμολογία,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Νυχτερινή,Οφθαλμολογία,Ιατρός,Νεφρολογία,1
2026-03-02,Νυχτερινή,Οφθαλμολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Νυχτερινή,Οφθαλμολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Νυχτερινή,Οφθαλμολογία,Νοσηλευτής,Προϊστάμενος,2
2026-03-02,Νυχτερινή,Παθολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Νυχτερινή,Παθολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Παθολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Νυχτερινή,Παθολογία,Ιατρός,Πνευμονολογία,1
2026-03-02,Νυχτερινή,Παθολογία,Ιατρός,Ωτορινολαρυγγολογία,1
2026-03-02,Νυχτερινή,Παθολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Νυχτερινή,Παθολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Νυχτερινή,Παθολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,Πνευμονολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Νυχτερινή,Πνευμονολογία,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Πνευμονολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Νυχτερινή,Πνευμονολογία,Ιατρός,Πνευμονολογία,1
2026-03-02,Νυχτερινή,Πνευμονολογία,Ιατρός,Ωτορινολαρυγγολογία,1
2026-03-02,Νυχτερινή,Πνευμονολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Νυχτερινή,Πνευμονολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Νυχτερινή,Χειρουργική,Διοικητικός,Γραμματέας,1
2026-03-02,Νυχτερινή,Χειρουργική,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,Χειρουργική,Ιατρός,Καρδιολογία,1
2026-03-02,Νυχτερινή,Χειρουργική,Ιατρός,Παθολογία,1
2026-03-02,Νυχτερινή,Χειρουργική,Ιατρός,Χειρουργική,1
2026-03-02,Νυχτερινή,Χειρουργική,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,Χειρουργική,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Νυχτερινή,ΩΡΛ,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Νυχτερινή,ΩΡΛ,Διοικητικός,Λογιστής,1
2026-03-02,Νυχτερινή,ΩΡΛ,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Νυχτερινή,ΩΡΛ,Ιατρός,Νευρολογία,1
2026-03-02,Νυχτερινή,ΩΡΛ,Ιατρός,Ογκολογία,1
2026-03-02,Νυχτερινή,ΩΡΛ,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Νυχτερινή,ΩΡΛ,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Πρωινή,Αιματολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,Αιματολογία,Διοικητικός,Λογιστής,1
2026-03-02,Πρωινή,Αιματολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Πρωινή,Αιματολογία,Ιατρός,Ωτορινολαρυγγολογία,2
2026-03-02,Πρωινή,Αιματολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Πρωινή,Αιματολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Πρωινή,Γαστρεντερολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,Γαστρεντερολογία,Διοικητικός,Λογιστής,1
2026-03-02,Πρωινή,Γαστρεντερολογία,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Πρωινή,Γαστρεντερολογία,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Πρωινή,Γαστρεντερολογία,Ιατρός,Νεφρολογία,1
2026-03-02,Πρωινή,Γαστρεντερολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Πρωινή,Γαστρεντερολογία,Νοσηλευτής,Προϊστάμενος,2
2026-03-02,Πρωινή,Επείγοντα,Διοικητικός,Λογιστής,2
2026-03-02,Πρωινή,Επείγοντα,Ιατρός,Οφθαλμολογία,1
2026-03-02,Πρωινή,Επείγοντα,Ιατρός,Ωτορινολαρυγγολογία,2
2026-03-02,Πρωινή,Επείγοντα,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Πρωινή,Επείγοντα,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Πρωινή,Καρδιολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,Καρδιολογία,Διοικητικός,Λογιστής,1
2026-03-02,Πρωινή,Καρδιολογία,Ιατρός,Καρδιολογία,1
2026-03-02,Πρωινή,Καρδιολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Πρωινή,Καρδιολογία,Ιατρός,Παθολογία,1
2026-03-02,Πρωινή,Καρδιολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Πρωινή,Καρδιολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Πρωινή,ΜΕΘ,Διοικητικός,Λογιστής,2
2026-03-02,Πρωινή,ΜΕΘ,Ιατρός,Εντατικολογία,1
2026-03-02,Πρωινή,ΜΕΘ,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Πρωινή,ΜΕΘ,Ιατρός,Ορθοπεδική,1
2026-03-02,Πρωινή,ΜΕΘ,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Πρωινή,ΜΕΘ,Νοσηλευτής,Προϊστάμενος,3
2026-03-02,Πρωινή,Νευρολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Πρωινή,Νευρολογία,Διοικητικός,Λογιστής,1
2026-03-02,Πρωινή,Νευρολογία,Ιατρός,Καρδιολογία,1
2026-03-02,Πρωινή,Νευρολογία,Ιατρός,Νεφρολογία,1
2026-03-02,Πρωινή,Νευρολογία,Ιατρός,Ογκολογία,1
2026-03-02,Πρωινή,Νευρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Πρωινή,Νευρολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Πρωινή,Νεφρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,Νεφρολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Πρωινή,Νεφρολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Πρωινή,Νεφρολογία,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Πρωινή,Νεφρολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Πρωινή,Νεφρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Πρωινή,Νεφρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Πρωινή,Ογκολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,Ογκολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Πρωινή,Ογκολογία,Ιατρός,Καρδιολογία,1
2026-03-02,Πρωινή,Ογκολογία,Ιατρός,Νεφρολογία,1
2026-03-02,Πρωινή,Ογκολογία,Ιατρός,Ογκολογία,1
2026-03-02,Πρωινή,Ογκολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Πρωινή,Ογκολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Πρωινή,Ορθοπεδική,Διοικητικός,Γραμματέας,2
2026-03-02,Πρωινή,Ορθοπεδική,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Πρωινή,Ορθοπεδική,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Πρωινή,Ορθοπεδική,Ιατρός,Νεφρολογία,1
2026-03-02,Πρωινή,Ορθοπεδική,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Πρωινή,Ορθοπεδική,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Πρωινή,Ουρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",2
2026-03-02,Πρωινή,Ουρολογία,Ιατρός,Εντατικολογία,1
2026-03-02,Πρωινή,Ουρολογία,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Πρωινή,Ουρολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Πρωινή,Ουρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Πρωινή,Ουρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-02,Πρωινή,Ουρολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-02,Πρωινή,Οφθαλμολογία,Διοικητικός,Γραμματέας,2
2026-03-02,Πρωινή,Οφθαλμολογία,Ιατρός,Οφθαλμολογία,1
2026-03-02,Πρωινή,Οφθαλμολογία,Ιατρός,Ωτορινολαρυγγολογία,2
2026-03-02,Πρωινή,Οφθαλμολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Πρωινή,Οφθαλμολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Πρωινή,Παθολογία,Διοικητικός,Γραμματέας,1
2026-03-02,Πρωινή,Παθολογία,Διοικητικός,Λογιστής,1
2026-03-02,Πρωινή,Παθολογία,Ιατρός,Καρδιολογία,1
2026-03-02,Πρωινή,Παθολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Πρωινή,Παθολογία,Ιατρός,Παθολογία,1
2026-03-02,Πρωινή,Παθολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-02,Πρωινή,Παθολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-02,Πρωινή,Πνευμονολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,Πνευμονολογία,Διοικητικός,Λογιστής,1
2026-03-02,Πρωινή,Πνευμονολογία,Ιατρός,Καρδιολογία,1
2026-03-02,Πρωινή,Πνευμονολογία,Ιατρός,Ορθοπεδική,1
2026-03-02,Πρωινή,Πνευμονολογία,Ιατρός,Παθολογία,1
2026-03-02,Πρωινή,Πνευμονολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Πρωινή,Πνευμονολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Πρωινή,Χειρουργική,Διοικητικός,Γραμματέας,2
2026-03-02,Πρωινή,Χειρουργική,Ιατρός,Γαστρεντερολογία,1
2026-03-02,Πρωινή,Χειρουργική,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-02,Πρωινή,Χειρουργική,Ιατρός,Νεφρολογία,1
2026-03-02,Πρωινή,Χειρουργική,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-02,Πρωινή,Χειρουργική,Νοσηλευτής,Νοσηλευτής,5
2026-03-02,Πρωινή,ΩΡΛ,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-02,Πρωινή,ΩΡΛ,Διοικητικός,Γραμματέας,1
2026-03-02,Πρωινή,ΩΡΛ,Ιατρός,Καρδιολογία,1
2026-03-02,Πρωινή,ΩΡΛ,Ιατρός,Νεφρολογία,1
2026-03-02,Πρωινή,ΩΡΛ,Ιατρός,Ογκολογία,1
2026-03-02,Πρωινή,ΩΡΛ,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-02,Πρωινή,ΩΡΛ,Νοσηλευτής,Νοσηλευτής,3
2026-03-03,Απογευματινή,Αιματολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-03,Απογευματινή,Αιματολογία,Διοικητικός,Γραμματέας,1
2026-03-03,Απογευματινή,Αιματολογία,Ιατρός,Καρδιολογία,1
2026-03-03,Απογευματινή,Αιματολογία,Ιατρός,Πνευμονολογία,1
2026-03-03,Απογευματινή,Αιματολογία,Ιατρός,Χειρουργική,1
2026-03-03,Απογευματινή,Αιματολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-03,Απογευματινή,Αιματολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-03,Απογευματινή,Αιματολογία,Νοσηλευτής,Προϊστάμενος,1
